,overall,value_eur,age,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
128,84,37000000.0,28,4,3,69.0,74.0,80.0,79.0,79.0,72,69,70,85,65,76,79,74,84,84,70,68,79,76,84,80,70,94,67,84,85,81,70,80,69,82,77,81,80,8,8,15,11,8
129,84,57000000.0,24,5,4,63.0,79.0,86.0,80.0,71.0,82,74,67,89,78,79,81,78,88,85,67,59,67,83,77,87,66,81,69,86,68,74,80,87,73,86,70,73,69,6,8,10,14,12
130,84,52000000.0,26,3,2,69.0,45.0,57.0,59.0,86.0,47,37,83,70,30,54,36,44,67,66,70,69,52,78,40,72,90,60,86,48,88,84,24,46,38,76,87,87,86,9,11,7,10,15
131,84,45000000.0,27,4,4,83.0,83.0,82.0,87.0,38.0,79,83,49,84,77,88,83,79,78,87,88,79,82,79,91,84,64,79,81,84,79,34,82,83,74,89,34,42,30,15,9,8,14,15
132,84,56000000.0,25,2,4,90.0,81.0,79.0,85.0,38.0,83,81,72,81,85,87,83,82,64,84,91,89,84,79,79,87,64,68,70,78,63,34,84,82,71,80,36,32,35,8,12,9,9,14
133,84,63500000.0,24,3,3,78.0,71.0,79.0,86.0,75.0,69,69,53,86,75,83,75,67,79,87,80,76,91,89,90,69,78,95,69,72,79,84,83,83,73,85,74,75,79,11,5,13,14,11
134,84,37000000.0,29,3,4,76.0,74.0,82.0,87.0,79.0,87,66,58,82,68,87,88,75,78,88,77,76,83,83,90,82,63,90,80,81,84,79,81,82,76,87,80,84,82,8,14,13,13,14
135,84,51000000.0,25,3,4,74.0,84.0,69.0,83.0,45.0,60,87,86,79,84,84,76,33,63,85,77,71,77,86,75,83,88,79,76,78,75,59,87,74,90,84,36,40,21,14,13,7,11,8
136,84,49500000.0,24,4,3,78.0,74.0,74.0,80.0,82.0,66,67,68,83,60,78,58,48,75,84,76,79,72,81,79,84,72,94,86,78,84,84,74,76,89,84,85,84,78,9,11,12,12,10
137,84,62500000.0,23,3,3,93.0,71.0,76.0,81.0,77.0,84,68,74,78,66,83,69,64,68,79,92,94,78,84,75,80,68,90,79,72,82,78,80,74,50,80,74,79,80,12,10,7,7,7
138,84,94500000.0,22,4,4,82.0,78.0,79.0,84.0,45.0,72,81,78,84,80,86,84,53,78,85,77,86,78,83,75,74,75,77,69,77,42,38,82,81,73,84,39,46,38,6,8,11,10,12
139,84,94500000.0,21,3,4,84.0,78.0,80.0,87.0,56.0,75,79,47,84,59,86,73,59,78,88,86,82,90,83,91,82,49,79,44,77,64,59,82,84,64,82,58,59,47,8,15,6,10,13
140,83,7000000.0,36,4,3,59.0,72.0,75.0,78.0,84.0,68,66,71,83,70,76,68,71,81,81,67,52,69,86,77,83,84,66,75,76,86,85,70,66,61,81,87,85,80,12,11,5,13,7
141,83,29000000.0,32,2,4,80.0,82.0,78.0,84.0,31.0,78,85,67,81,82,84,84,71,66,85,81,80,80,83,83,76,66,69,70,84,57,37,84,81,72,83,31,22,14,8,14,8,13,10
142,83,24000000.0,32,4,4,61.0,72.0,81.0,79.0,82.0,69,71,84,90,77,78,71,68,83,81,60,61,71,85,70,75,78,76,82,71,75,83,73,79,76,90,82,80,80,5,7,7,10,7
143,83,18000000.0,32,3,1,69.0,54.0,58.0,64.0,56.0,24,14,13,39,15,15,23,22,39,14,59,54,62,80,58,59,73,41,73,13,20,22,12,46,15,64,24,15,14,85,83,78,81,83
144,83,23500000.0,32,3,2,67.0,55.0,64.0,59.0,85.0,50,55,81,76,37,50,52,69,72,70,63,71,57,79,53,78,81,65,82,41,82,85,31,55,61,69,87,85,81,6,10,13,10,15
145,83,15500000.0,35,5,3,66.0,83.0,72.0,78.0,45.0,63,85,83,77,77,78,65,54,78,86,64,67,62,80,55,86,64,74,86,78,58,50,90,74,67,86,54,28,16,9,11,13,15,15
146,83,23500000.0,32,4,2,72.0,50.0,73.0,67.0,84.0,69,34,83,77,52,64,53,31,83,71,63,80,55,85,52,78,74,60,87,58,83,83,47,78,46,84,84,84,84,7,12,15,6,5
147,83,975000.0,32,3,2,58.0,55.0,70.0,67.0,86.0,64,45,81,77,38,62,63,59,81,75,55,60,54,85,62,78,81,76,77,58,79,85,52,62,58,86,87,87,84,16,6,14,16,14
148,83,25000000.0,31,3,2,66.0,55.0,76.0,72.0,84.0,80,46,77,79,51,68,68,58,80,77,69,63,67,86,73,68,83,77,70,60,87,84,62,72,66,78,85,85,84,13,9,10,6,5
149,83,28500000.0,32,4,4,72.0,81.0,77.0,81.0,80.0,67,83,85,82,75,82,66,75,76,83,73,71,72,82,85,83,92,91,82,80,81,80,83,82,71,81,80,79,75,16,16,11,6,8
150,83,36500000.0,28,3,4,81.0,76.0,82.0,87.0,51.0,81,79,43,85,68,87,84,78,74,87,84,78,91,80,94,72,72,77,49,77,66,45,81,84,61,82,58,55,38,10,5,5,13,12
151,83,34500000.0,30,3,4,83.0,80.0,85.0,82.0,67.0,81,79,50,84,67,82,85,84,87,83,85,82,83,83,79,78,38,80,71,84,68,77,85,89,80,80,64,71,58,15,12,16,13,12
152,83,19000000.0,31,3,1,69.0,54.0,58.0,64.0,56.0,11,11,11,30,9,10,11,15,33,20,38,44,43,82,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,85,78,69,83,87
153,83,31500000.0,30,3,3,81.0,65.0,77.0,79.0,78.0,84,55,76,81,68,79,78,59,71,80,78,83,78,80,77,78,79,83,77,72,80,76,70,70,60,80,76,80,80,7,7,9,12,5
154,83,28000000.0,29,3,1,69.0,54.0,58.0,64.0,56.0,9,9,13,50,10,16,9,8,48,35,55,56,52,78,44,57,73,43,70,14,28,25,7,56,23,62,27,15,18,85,80,76,83,85
155,83,30000000.0,30,2,2,81.0,25.0,44.0,62.0,85.0,27,25,80,65,16,54,30,10,61,66,77,84,70,81,60,40,91,69,83,12,86,86,25,22,26,83,85,85,87,8,6,8,15,12
156,83,29500000.0,32,5,4,85.0,80.0,79.0,83.0,56.0,77,80,68,83,79,84,81,66,71,83,86,85,84,82,83,84,66,88,69,77,69,60,84,84,72,82,51,53,55,5,11,14,5,7
157,83,19000000.0,33,3,5,90.0,75.0,77.0,87.0,76.0,84,70,67,81,70,90,80,69,69,85,91,89,94,82,81,84,80,78,66,80,78,73,75,72,65,74,75,80,83,5,5,13,6,9
158,83,30500000.0,29,2,2,58.0,46.0,68.0,68.0,85.0,54,36,84,77,50,69,63,22,74,72,50,65,51,84,42,66,75,69,81,48,84,86,48,72,42,80,86,86,81,11,15,10,7,10
159,83,30000000.0,30,3,2,68.0,49.0,55.0,63.0,84.0,17,55,82,74,48,65,39,19,72,70,65,70,37,77,31,50,57,80,94,30,84,82,49,60,72,79,85,86,85,16,13,15,16,13
160,83,17500000.0,33,3,3,63.0,50.0,62.0,64.0,86.0,25,37,82,75,39,65,62,56,79,72,64,62,32,85,35,75,70,87,85,60,77,86,20,65,72,85,87,87,85,11,9,9,13,11
161,83,30500000.0,30,3,4,72.0,71.0,77.0,82.0,80.0,72,73,56,83,56,81,68,49,80,82,77,68,78,84,86,73,64,92,70,69,89,78,77,77,53,85,82,87,82,13,13,5,5,8
162,83,37000000.0,28,4,3,73.0,85.0,79.0,80.0,42.0,78,86,76,81,85,80,79,80,74,80,76,70,75,85,83,87,77,90,87,84,80,45,86,82,72,86,22,50,33,8,7,9,7,12
163,83,37000000.0,28,4,3,82.0,80.0,72.0,81.0,31.0,72,84,86,78,80,83,78,44,60,83,79,85,72,80,63,80,84,77,80,72,69,24,87,77,75,79,37,14,20,4,5,4,4,5
164,83,37000000.0,28,4,3,69.0,83.0,65.0,77.0,36.0,47,87,85,76,85,76,76,52,54,80,70,68,68,84,75,85,91,67,73,71,58,22,91,72,82,83,45,24,20,13,9,5,7,9
165,83,33000000.0,28,4,4,92.0,64.0,73.0,80.0,78.0,84,60,69,78,59,83,66,41,64,80,94,91,80,82,69,68,69,81,66,68,71,80,77,72,59,69,82,77,75,11,13,12,15,14
166,83,41000000.0,27,4,3,70.0,51.0,71.0,74.0,84.0,62,52,84,83,44,72,52,37,75,83,67,73,61,82,59,55,83,77,78,44,80,83,52,67,52,80,84,85,82,7,15,11,10,8
167,83,25000000.0,29,3,1,69.0,54.0,58.0,64.0,56.0,11,14,11,32,14,15,13,12,35,24,50,47,36,78,42,56,72,37,75,15,36,21,13,45,22,63,14,15,14,81,83,75,83,84
168,83,35500000.0,30,4,3,72.0,82.0,76.0,81.0,47.0,73,84,85,81,82,84,75,51,75,82,63,80,75,82,65,84,74,82,84,74,81,53,84,78,92,81,45,38,30,7,11,13,14,10
169,83,33000000.0,27,4,1,69.0,54.0,58.0,64.0,56.0,17,19,15,55,20,14,18,16,56,40,53,44,55,80,55,65,77,45,70,13,45,24,18,69,45,65,21,20,12,83,78,87,80,86
170,83,34500000.0,28,3,2,75.0,43.0,68.0,64.0,84.0,68,32,81,76,34,60,35,56,73,69,64,84,56,82,50,72,84,69,88,44,92,81,39,59,40,72,85,86,82,14,15,10,12,8
171,83,39500000.0,26,3,4,81.0,84.0,78.0,83.0,63.0,79,86,77,80,81,85,80,65,72,84,80,82,79,85,61,84,80,91,81,80,82,72,84,79,79,82,58,61,55,11,8,15,12,7
172,83,41500000.0,27,4,4,70.0,69.0,83.0,88.0,69.0,73,61,42,90,76,89,79,70,82,89,77,65,87,81,84,79,75,79,63,75,77,74,72,84,59,81,70,73,66,9,5,6,7,7
173,83,36500000.0,28,3,3,69.0,71.0,82.0,81.0,80.0,74,66,68,87,56,84,69,70,85,83,63,74,75,82,50,86,83,83,84,78,84,81,70,85,49,86,80,84,80,11,13,9,9,7
174,83,43500000.0,26,3,4,83.0,61.0,77.0,80.0,79.0,80,61,58,81,58,79,80,49,75,82,81,85,82,84,78,62,53,87,66,59,76,80,76,75,52,76,79,82,84,13,10,9,12,9
175,83,48000000.0,25,3,4,82.0,76.0,82.0,86.0,59.0,83,75,54,83,76,88,85,81,76,86,84,80,88,81,82,79,69,76,55,77,63,66,80,83,68,79,55,59,63,11,15,13,7,14
176,83,43500000.0,25,4,3,60.0,71.0,76.0,76.0,81.0,66,65,65,83,60,76,70,74,80,80,58,61,65,82,64,84,65,88,78,79,87,82,65,73,51,82,84,84,72,9,7,12,11,11
177,83,48000000.0,26,4,4,85.0,83.0,78.0,87.0,49.0,75,85,69,82,80,88,82,65,66,87,86,85,90,84,87,83,49,82,71,86,79,48,84,84,55,76,42,53,44,13,10,9,8,16
178,83,35500000.0,30,4,3,80.0,81.0,61.0,78.0,35.0,44,88,83,74,79,79,55,62,47,82,78,81,67,82,58,86,80,75,93,64,72,20,86,66,70,82,44,24,22,9,9,8,6,8
179,83,35500000.0,30,4,4,71.0,86.0,76.0,86.0,30.0,76,87,69,81,85,87,79,78,63,86,76,67,84,84,86,84,72,76,68,85,73,21,86,74,91,83,35,20,26,8,14,14,7,15
180,83,46000000.0,24,3,4,78.0,71.0,82.0,84.0,76.0,88,70,65,81,63,84,83,76,81,84,85,73,83,82,85,80,73,85,60,69,77,80,79,79,55,81,77,74,80,13,6,13,13,13
181,83,44500000.0,25,3,2,77.0,54.0,68.0,71.0,84.0,78,53,82,74,46,65,59,39,63,76,77,77,70,85,68,62,86,76,77,51,88,83,62,63,42,76,85,85,86,10,7,8,14,10
182,83,48000000.0,25,3,4,82.0,80.0,81.0,83.0,43.0,81,77,57,81,79,84,84,76,80,86,83,81,80,78,75,86,58,76,63,83,45,45,80,81,62,82,40,42,39,13,9,6,12,10
183,83,37000000.0,28,3,2,63.0,83.0,59.0,70.0,52.0,42,87,92,76,83,65,40,37,43,79,59,66,62,85,44,86,79,83,89,74,85,34,88,67,71,83,44,67,30,11,9,14,16,12
184,83,36000000.0,26,3,3,82.0,75.0,74.0,79.0,77.0,82,79,82,80,71,80,69,58,77,82,79,84,71,86,66,76,88,89,76,68,80,77,86,60,50,77,75,78,79,7,16,15,16,10
185,83,50000000.0,25,3,3,74.0,78.0,81.0,82.0,82.0,77,79,81,84,58,83,80,69,82,84,73,75,76,84,72,84,81,84,79,78,81,84,78,83,58,80,80,84,76,9,12,9,13,14
186,83,45500000.0,25,3,2,81.0,42.0,68.0,70.0,83.0,59,31,80,80,33,63,50,32,75,78,80,81,69,80,60,70,79,81,87,37,90,84,47,64,57,80,81,86,84,7,8,14,15,9
187,83,43500000.0,26,5,4,92.0,64.0,76.0,79.0,78.0,78,63,72,80,50,80,72,35,78,78,91,92,81,82,78,69,79,89,83,64,82,79,80,75,49,78,77,81,80,7,16,9,10,9
188,83,48500000.0,23,2,4,85.0,52.0,69.0,79.0,81.0,73,46,51,76,43,80,74,45,58,76,82,88,84,83,72,70,67,81,72,46,78,84,70,66,44,76,78,87,92,9,8,6,8,8
189,83,35500000.0,29,4,4,88.0,77.0,83.0,84.0,35.0,83,74,64,83,76,85,86,78,82,83,90,87,86,84,71,82,69,88,68,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13
190,83,47000000.0,24,3,4,69.0,67.0,83.0,88.0,72.0,79,59,51,88,69,87,83,60,85,90,71,67,85,84,90,76,69,79,66,74,70,76,74,80,69,88,74,73,71,6,13,13,11,12
191,83,52500000.0,24,3,4,84.0,81.0,72.0,86.0,39.0,66,84,77,77,77,86,76,54,66,86,87,82,91,86,87,82,79,79,69,76,73,32,87,77,75,79,45,30,28,13,8,6,6,15
192,83,55000000.0,24,5,5,93.0,77.0,77.0,86.0,36.0,81,75,43,78,76,89,82,64,76,84,94,93,89,78,80,83,58,68,51,76,54,36,77,76,75,80,42,30,33,6,6,14,10,13
193,83,58500000.0,22,4,3,74.0,79.0,84.0,83.0,55.0,82,79,59,86,75,82,81,83,83,85,77,71,80,84,76,81,54,86,54,82,68,59,81,83,60,84,54,57,41,11,12,13,8,12
194,83,30000000.0,29,2,1,69.0,54.0,58.0,64.0,56.0,10,5,10,39,9,13,13,14,46,31,36,33,48,80,27,59,39,35,72,9,22,13,6,44,13,57,10,11,13,83,82,78,81,84
195,83,80500000.0,23,4,4,91.0,81.0,74.0,85.0,48.0,73,79,50,78,80,89,78,52,72,82,91,91,87,83,81,86,53,85,71,84,69,30,81,75,62,78,65,44,44,6,7,8,9,7
196,83,58000000.0,22,4,3,86.0,74.0,78.0,79.0,77.0,66,69,59,85,70,79,70,66,84,82,82,90,76,84,68,80,62,86,79,81,81,81,76,80,59,82,79,80,76,6,10,6,15,8
197,83,53000000.0,22,3,2,81.0,45.0,64.0,72.0,84.0,45,47,79,80,32,69,42,26,75,74,81,81,71,85,74,48,88,76,79,40,75,86,47,62,43,82,85,85,83,11,10,8,14,13
198,83,82000000.0,21,4,5,82.0,79.0,76.0,86.0,40.0,73,79,69,80,81,86,82,64,67,87,81,83,86,83,79,80,73,75,64,80,68,38,84,82,68,84,30,42,35,13,12,14,13,14
199,82,5500000.0,38,3,2,80.0,51.0,60.0,61.0,82.0,46,46,81,73,23,58,44,47,75,60,79,81,62,81,48,63,89,82,86,56,94,78,40,48,57,80,86,82,81,8,15,5,9,10
200,82,8000000.0,35,3,2,40.0,41.0,62.0,63.0,86.0,38,27,77,74,31,59,53,45,72,71,48,34,49,82,53,65,76,51,80,53,81,86,30,64,37,75,89,87,85,8,6,5,9,8
201,82,3400000.0,36,2,1,69.0,54.0,58.0,64.0,56.0,14,13,11,20,17,14,18,12,32,22,50,47,53,75,44,53,69,25,65,20,43,16,15,52,22,63,14,12,13,82,82,71,83,82
202,82,5000000.0,34,2,1,69.0,54.0,58.0,64.0,56.0,13,10,11,23,12,15,11,11,28,18,46,46,52,78,55,57,68,34,66,14,34,20,10,55,19,62,14,11,13,82,77,76,84,80
203,82,18500000.0,33,4,3,57.0,79.0,85.0,78.0,75.0,84,77,59,85,81,79,88,82,86,82,59,56,69,80,59,84,33,74,71,76,67,79,79,84,82,80,76,77,72,14,11,12,5,9
204,82,25000000.0,31,3,4,82.0,84.0,82.0,80.0,55.0,86,82,84,80,85,80,91,87,79,83,80,83,78,78,64,90,84,61,76,87,64,53,82,79,76,85,50,53,50,15,15,11,5,6
205,82,10000000.0,33,2,1,69.0,54.0,58.0,64.0,56.0,12,12,11,34,16,20,10,16,32,25,53,57,61,76,54,58,79,45,77,11,37,23,13,64,32,66,14,13,11,82,80,77,80,83
206,82,15000000.0,33,4,4,62.0,75.0,84.0,82.0,76.0,80,71,55,84,65,83,83,81,87,84,63,61,76,82,80,77,49,74,67,81,83,79,75,85,79,80,79,77,74,13,8,7,7,10
207,82,25000000.0,31,4,3,65.0,68.0,83.0,81.0,75.0,80,56,60,84,72,81,86,92,82,83,67,64,74,83,80,78,59,79,60,80,70,78,68,84,79,84,78,77,71,7,7,13,7,8
208,82,22000000.0,31,3,3,83.0,68.0,76.0,76.0,79.0,83,61,74,80,63,72,80,55,72,79,81,84,80,80,78,82,86,85,79,76,85,82,62,71,59,78,80,80,76,12,13,9,8,11
209,82,24000000.0,32,4,4,61.0,84.0,81.0,81.0,60.0,74,84,65,85,85,82,77,75,79,84,63,59,70,84,79,85,72,75,72,83,74,60,85,84,83,83,59,62,55,7,10,13,11,12
210,82,30000000.0,29,3,4,78.0,79.0,82.0,82.0,59.0,81,78,59,85,72,81,77,78,84,83,82,74,87,78,86,80,76,84,60,82,60,52,81,78,70,79,66,59,55,12,10,15,12,12
211,82,20500000.0,30,4,1,69.0,54.0,58.0,64.0,56.0,13,13,11,25,12,10,14,12,12,24,45,52,42,82,37,59,75,45,73,13,30,22,12,46,17,62,15,14,10,82,78,79,82,84
212,82,30000000.0,29,4,5,69.0,79.0,80.0,88.0,52.0,78,75,48,80,78,89,90,86,77,89,74,65,89,80,92,82,58,74,52,86,59,49,80,82,70,79,55,54,47,12,7,9,14,6
213,82,29500000.0,29,5,4,62.0,78.0,88.0,81.0,53.0,86,73,52,89,80,77,89,87,90,90,63,62,72,79,81,84,49,59,52,85,46,56,74,86,67,87,59,57,22,9,14,7,7,6
214,82,21000000.0,31,3,3,45.0,64.0,82.0,79.0,83.0,80,60,76,84,66,77,84,62,85,84,48,43,72,83,72,74,76,76,72,64,67,87,66,83,54,84,83,84,80,12,9,10,14,10
215,82,30000000.0,29,4,4,68.0,75.0,83.0,84.0,55.0,82,75,47,85,85,84,81,72,82,88,69,67,76,82,83,75,58,75,71,68,59,66,79,86,79,87,64,42,53,14,7,12,6,10
216,82,26000000.0,28,3,1,69.0,54.0,58.0,64.0,56.0,20,19,14,48,16,15,16,16,37,22,56,54,58,78,58,57,72,38,80,14,26,23,17,51,25,64,13,18,12,85,79,76,80,85
217,82,30500000.0,28,5,5,83.0,67.0,79.0,85.0,74.0,79,66,71,82,74,85,82,67,71,84,86,81,91,84,87,66,71,88,39,63,73,76,79,83,68,87,75,74,72,11,6,10,14,9
218,82,30000000.0,30,4,4,75.0,82.0,74.0,82.0,44.0,68,83,75,79,79,83,74,74,70,82,77,73,81,82,82,87,76,66,75,78,73,42,82,75,79,80,39,45,32,11,6,9,5,6
219,82,21500000.0,31,3,3,69.0,62.0,71.0,78.0,83.0,60,54,69,80,32,76,60,66,76,79,70,69,79,81,82,80,86,85,69,68,83,86,69,68,55,79,82,87,83,8,6,8,12,13
220,82,26500000.0,30,3,3,82.0,61.0,74.0,78.0,79.0,75,56,72,82,58,80,66,39,71,79,79,84,79,80,61,71,84,87,75,60,77,76,76,73,53,76,79,81,83,12,13,14,13,12
221,82,16000000.0,31,1,1,69.0,54.0,58.0,64.0,56.0,14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,59,73,39,69,13,32,21,10,41,22,52,15,18,14,81,80,79,79,82
222,82,16000000.0,31,2,1,69.0,54.0,58.0,64.0,56.0,11,15,14,36,12,19,12,13,41,24,56,52,59,78,49,59,83,41,63,20,40,15,11,42,22,64,17,14,15,83,79,78,79,81
223,82,30000000.0,29,3,4,66.0,75.0,80.0,88.0,59.0,78,76,55,81,67,91,88,76,80,90,70,62,81,75,90,69,60,59,59,78,58,61,77,81,74,83,58,64,51,10,8,12,15,6
224,82,31000000.0,28,3,5,89.0,77.0,73.0,87.0,34.0,76,78,47,76,67,91,64,51,65,86,88,90,87,76,79,82,58,75,77,72,72,32,76,76,72,80,30,34,32,15,10,15,11,10
225,82,30000000.0,30,4,4,89.0,83.0,74.0,86.0,27.0,71,84,69,80,78,88,79,78,55,83,87,90,85,84,88,81,60,73,72,84,50,16,83,78,89,82,26,24,22,8,10,10,14,6
226,82,23000000.0,30,2,1,69.0,54.0,58.0,64.0,56.0,19,18,16,32,13,15,15,14,31,21,63,64,67,82,62,53,82,36,73,18,45,25,9,48,16,65,13,15,13,84,78,70,80,86
227,82,30500000.0,28,3,4,68.0,74.0,83.0,82.0,71.0,81,73,65,84,66,83,85,78,82,85,70,66,74,80,80,76,61,82,71,76,63,71,76,86,69,83,72,75,62,8,11,6,7,10
228,82,25000000.0,30,2,2,67.0,49.0,71.0,65.0,84.0,67,42,81,80,48,60,57,46,74,69,68,67,66,81,63,61,83,81,82,50,87,87,51,65,51,69,83,83,82,15,6,15,15,7
229,82,29500000.0,28,3,3,77.0,75.0,77.0,79.0,77.0,69,69,59,85,72,76,69,71,80,82,84,72,76,79,81,83,74,85,79,80,84,77,69,74,85,82,79,81,77,9,10,11,8,9
230,82,32500000.0,27,3,4,76.0,76.0,82.0,85.0,32.0,84,72,50,84,72,87,87,81,75,88,78,75,80,78,82,78,50,72,54,87,38,20,75,83,72,77,48,23,18,15,15,9,8,9
231,82,30500000.0,28,4,4,80.0,76.0,80.0,85.0,52.0,81,74,39,82,77,86,82,81,72,84,84,76,91,81,88,77,60,78,65,76,57,63,80,82,79,78,56,46,48,6,9,7,7,8
232,82,27500000.0,28,3,4,82.0,65.0,78.0,82.0,76.0,83,65,56,81,61,82,78,51,73,82,82,82,86,81,88,67,75,79,58,62,75,79,78,77,53,78,75,81,78,8,9,12,11,16
233,82,30000000.0,29,4,3,90.0,78.0,77.0,79.0,59.0,78,81,77,77,74,78,80,64,76,80,89,90,83,81,82,82,75,88,74,74,82,55,83,79,53,77,55,61,59,14,10,15,15,13
234,82,35000000.0,27,4,4,67.0,78.0,84.0,85.0,59.0,81,75,53,85,74,86,85,85,83,88,72,62,83,78,77,80,45,75,49,84,57,62,77,86,78,78,62,56,56,9,14,11,6,10
235,82,35000000.0,27,4,3,78.0,78.0,78.0,80.0,84.0,69,76,82,83,71,82,77,64,83,79,67,87,72,81,75,85,87,88,86,81,88,84,76,79,60,79,81,87,86,14,8,8,13,11
236,82,39500000.0,26,4,3,71.0,78.0,78.0,79.0,78.0,69,76,83,84,76,80,73,60,82,82,69,72,73,80,68,82,80,86,77,80,76,79,80,81,68,81,77,78,77,7,13,12,10,9
237,82,25500000.0,30,3,3,66.0,68.0,71.0,73.0,82.0,68,60,75,78,64,71,61,48,75,76,64,68,61,82,73,76,80,92,77,77,85,84,67,69,80,81,82,84,81,14,15,7,12,12
238,82,20500000.0,30,2,1,69.0,54.0,58.0,64.0,56.0,15,14,14,39,13,20,12,19,44,12,37,34,47,80,29,57,48,43,69,19,25,12,10,60,24,57,20,18,15,82,79,76,81,84
239,82,37000000.0,25,2,3,87.0,65.0,81.0,83.0,74.0,82,52,66,83,61,83,85,81,79,83,86,87,84,83,86,79,64,90,63,79,69,79,77,78,54,83,71,76,74,7,13,10,7,13
240,82,31500000.0,26,3,2,68.0,40.0,56.0,68.0,85.0,36,30,78,75,28,65,36,24,70,75,66,69,55,80,53,64,79,70,79,46,84,86,31,45,34,76,87,86,82,9,14,12,8,9
241,82,33500000.0,26,3,4,79.0,80.0,81.0,85.0,36.0,77,80,62,85,78,83,78,75,79,88,81,77,90,77,82,83,65,70,63,80,85,26,79,81,76,78,42,30,30,5,6,5,5,6
242,82,27500000.0,28,2,3,80.0,55.0,73.0,76.0,81.0,76,55,82,77,44,73,66,40,75,77,79,81,77,81,81,65,90,89,75,46,84,80,69,69,46,77,81,80,80,13,9,10,15,16
243,82,35000000.0,26,2,1,69.0,54.0,58.0,64.0,56.0,17,14,19,31,20,18,13,15,25,24,46,48,56,77,52,57,52,40,68,17,19,18,12,30,21,63,20,12,19,82,81,76,83,82
244,82,40500000.0,25,3,2,65.0,42.0,59.0,51.0,83.0,34,22,84,78,33,43,28,30,69,62,48,79,33,79,32,77,39,63,93,62,85,80,26,57,32,75,81,86,82,15,7,14,7,15
245,82,27500000.0,28,2,3,83.0,73.0,82.0,78.0,77.0,86,63,68,82,62,77,87,79,81,80,81,84,75,81,70,87,81,85,65,83,76,79,75,78,81,77,77,78,76,13,8,12,11,14
246,82,35500000.0,27,4,4,80.0,83.0,81.0,83.0,52.0,75,81,77,84,76,83,86,87,82,84,84,76,87,78,75,84,65,82,75,87,67,52,86,79,75,77,45,55,42,13,11,13,12,10
247,82,35000000.0,27,3,4,78.0,76.0,80.0,82.0,71.0,69,76,50,85,70,81,84,73,81,85,81,76,78,81,79,80,67,86,81,78,69,74,78,80,65,80,68,79,69,13,12,10,7,14
248,82,30500000.0,28,3,4,94.0,73.0,74.0,86.0,50.0,78,74,46,77,68,86,78,56,62,85,93,94,90,83,89,75,64,77,40,71,47,58,80,78,59,81,52,47,39,9,11,11,12,8
249,82,30500000.0,28,4,3,76.0,47.0,63.0,68.0,81.0,35,32,79,76,34,65,47,71,74,71,77,75,68,84,53,73,82,73,87,57,85,82,52,63,41,75,83,79,81,7,10,14,7,11
250,82,32500000.0,27,4,4,86.0,83.0,75.0,81.0,48.0,76,85,74,79,82,84,76,66,67,82,83,88,74,85,71,85,66,81,80,80,84,39,79,74,65,75,48,50,31,13,15,12,13,14
251,82,37500000.0,26,4,2,72.0,45.0,67.0,66.0,83.0,55,39,81,78,37,57,59,31,74,76,73,71,61,81,58,58,84,75,80,46,79,85,54,66,49,82,84,82,80,10,10,9,12,7
252,82,41500000.0,24,4,4,75.0,78.0,84.0,84.0,54.0,81,75,35,84,70,84,85,84,82,86,78,72,86,76,83,83,54,74,51,80,68,44,80,87,74,84,59,65,42,11,14,14,12,14
253,82,42000000.0,23,4,3,61.0,72.0,79.0,77.0,79.0,70,69,68,85,64,78,68,64,83,80,62,60,69,83,60,77,65,89,78,80,72,79,73,82,60,77,80,82,74,11,12,11,10,15
254,82,49000000.0,22,2,5,77.0,74.0,83.0,84.0,58.0,84,73,52,83,73,85,81,83,81,85,80,75,85,74,83,76,46,78,56,77,63,65,76,86,63,76,65,49,51,14,15,15,8,10
255,82,46000000.0,24,4,3,59.0,75.0,85.0,77.0,74.0,78,66,53,88,82,76,85,84,85,82,64,54,68,80,73,86,67,79,67,84,83,78,65,86,76,84,76,77,70,16,12,10,8,10
256,82,46000000.0,24,5,4,84.0,81.0,73.0,85.0,57.0,71,84,77,75,78,85,77,58,71,85,88,81,87,84,86,84,76,81,71,75,85,56,85,75,63,83,54,57,45,7,12,15,9,11
257,82,43500000.0,24,3,3,81.0,30.0,66.0,69.0,83.0,69,26,74,78,24,67,41,29,65,73,75,85,63,82,65,41,76,67,83,26,81,84,51,60,26,74,83,84,82,8,13,14,7,7
258,82,42000000.0,25,3,4,63.0,78.0,79.0,82.0,74.0,72,79,67,83,67,83,75,59,80,86,67,60,71,82,67,77,46,87,67,83,68,76,81,82,67,77,70,78,75,16,11,7,13,13
